Brand,Category,Title,Text,Rating,Date,Source
ASOS,Fast Fashion,"Loyal customer for years, then my account was closed","I have been an ASOS customer for many years and estimate I’ve spent well over £30,000 with them over that time. The overwhelming majority of my orders arrived without any issues. On only a handful of occasions (around 3–4 times), I reported missing items because they were genuinely missing from my parcels. My final order was over £800, and three items worth around £100 were not included. I reported the missing items in good faith, and the very next day I received an email saying my refund had been refused and my account had been permanently closed. I was accused of breaching their fair use policy with no meaningful explanation or evidence provided. After years of loyalty and tens of thousands of pounds spent, I found it shocking that reporting genuinely missing items resulted in me losing both my account and the refund I believe I was entitled to. To make matters worse, I had already created returns for several recent orders before my account was closed. Thankfully, customer service confirmed those returns would still be honoured, but the whole experience has been incredibly stressful and disappointing. Loyal customers deserve better treatment than this. Based on my experience, I would think twice before placing expensive orders with ASOS",1,2026-06-29 17:14:42+00:00,Trustpilot
ASOS,Fast Fashion,Always a good service,Always a good service,5,2026-06-29 16:50:32+00:00,Trustpilot
Boohoo,Fast Fashion,Would give 0 stars if I could,"Would give 0 stars if I could! Absolutely disgusting customer service from Boohoo. I placed an order and, after 9 days, there has been absolutely no update whatsoever on the tracking. I contacted Evri directly, who confirmed that my parcel is most likely lost somewhere in their network. I provided Boohoo with screenshots and evidence of this, yet they’ve made no effort to replace my order or issue a refund. Instead, their customer service has been appalling. Responses take days, and when they finally do reply, it’s nothing but the same copy-and-paste response telling me to “wait” – despite the fact that the tracking hasn’t moved in almost 10 days and Evri themselves have admitted they can’t locate the parcel. I’ve now had no choice but to open a dispute with my bank because Boohoo have completely failed to resolve the issue. It’s unacceptable that customers are expected to chase for answers while being ignored and left out of pocket. Avoid this company if you value your time, money, and sanity. Once they’ve got your money, don’t expect any meaningful customer service if something goes wrong.",1,2026-06-29 16:34:55+00:00,Trustpilot
Finisterre,Ethical Fashion,My query was dealt with efficiently and…,My query was dealt with efficiently and positively with no hassle.,5,2026-06-29 15:48:54+00:00,Trustpilot
Boohoo,Fast Fashion,Didn't get order code but money was taken anyway,I didn't receive my order code and my money was taken out of my account but a customer service worker has helped with trying to resolve my issue so thank you kai,2,2026-06-29 15:48:08+00:00,Trustpilot
ASOS,Fast Fashion,Two hours on Customer Care chat!,"Never received my allocated birthday discount code before it expired through no fault of my own. Two hours on Customer Care chat, unable to speak directly to a real person, and had to rejoin new chats multiple times. The issue was eventually resolved with a replacement code, but the process was unnecessarily exhausting for what should have been a simple fix.",2,2026-06-29 15:34:23+00:00,Trustpilot
ASOS,Fast Fashion,Parcel made it to Brisbane depot and that's it,"Parcel made it to Brisbane depot, then returned to sender. Waited for a long time talking to a chat bot, who was contradicting itself. Was given an answer that the parcel couldn't be delivered to my address or was damaged. Now am $135 out of pocket since June 8 and have to wait for ASOS to receive the parcel back (hasn't left Brisbane yet, according to tracking) and then another 10-20 days before my refund is processed.",1,2026-06-29 14:04:12+00:00,Trustpilot
Boohoo,Fast Fashion,Custom service,Its my second time ordering from boohoo and I really like the site. I had a problem with the shipment but Kai really helped me going through it with kindness.,5,2026-06-29 12:56:14+00:00,Trustpilot
Boohoo,Fast Fashion,Bad service,"I have ordered multiple times from boohoo, and in the beginning 2023/2024 it was always good. Now since a few years the delivery, communication and quality seems to be downgrading. I returned clothes bc it was to small for me and it took almost over 2 months to get me my money back.",2,2026-06-29 11:47:07+00:00,Trustpilot
ASOS,Fast Fashion,i have been using Asos for as long as i…,"i have been using Asos for as long as i remember the last 12 months or more i have returned a lot as they have not suited or my hormones were saying no, I am being penalised £9.00 DELIVERY PLUS ANOTHER £4.00 TO SEND BACK ITS ABSOLUTLEY DISCUSSTING. I HAVE JUST ORDERED COST ME £9.00 IT DOSENT FIT IM FRIGTENED TO SEND BACK, SHAME ON YOU ASOS",1,2026-06-29 10:34:56+00:00,Trustpilot
Boohoo,Fast Fashion,I ordered clothes and had issued with…,"I ordered clothes and had issued with them. I contacted customer service for help with refunding the items and Peryton was extremely helpful, talked me through what I needed to do, and then sorted everything out for me.",5,2026-06-29 09:41:36+00:00,Trustpilot
Primark,Fast Fashion,,Went to your store at Workington Gemma the assistant was extremely helpful and very pleasant to talk with,5,2026-06-28 19:58:03+00:00,Trustpilot
Missguided,Fast Fashion,want to warn others about my experience…,"want to warn others about my experience with Missguided. I returned my item using recorded delivery and sent numerous emails regarding my refund. Eventually, Misguided emailed me asking for my order number and my mobile number so they could contact me and sort the matter out. Today, I received a phone call from someone claiming to be calling about my refund. I was told there was no problem and that I would receive my money back. When I asked for the refund to be returned to my PayPal account, I was instead told to go to Google, download an app, and then enter my bank details. I refused because this immediately sounded like a scam then they hung up on me. A genuine refund should be returned to the original payment method, and I would never be comfortable downloading an app or providing my bank details over the phone. This was my personal experience. Please be cautious if you receive a similar call. Always verify who you are speaking to before sharing any personal or financial information PLEASE BEAWARE WHEN BUYING FROM  MISSGUIDED",1,2026-06-28 18:10:42+00:00,Trustpilot
