Brand,Category,Title,Text,Rating,Date,Source,Clean_Text
Boohoo,Fast Fashion,Super fast response,Super fast response! Sorted my query straight away! Superb thanks Finn! :),5,2026-07-04 09:59:47+00:00,Trustpilot,super fast response sorted query straight away superb thanks finn
Rapanui,Ethical Fashion,Eco packaging and quick postage is…,Eco packaging and quick postage is great. Nice quality clothes. Love this brand,5,2026-07-04 09:17:59+00:00,Trustpilot,eco packaging quick postage great nice quality clothes love brand
Boohoo,Fast Fashion,Easy to shop with and good value,Easy to shop with and good value. I had a small issue but that was quickly sorted by Parker when I contacted customer service.,5,2026-07-03 22:34:59+00:00,Trustpilot,easy shop good value small issue quickly sorted parker contacted customer service
Rapanui,Ethical Fashion,Shocking customer service and print quality,"I ordered a custom T-shirt and sent in my own design (high res PNG file), paying £35 including postage. When it arrived I was really disappointed with the print quality - it was so dull (despite the colours in my design being really vibrant) and was cracking already. I immediately contacted Rapanui for help and got an automated reply to say they'd respond with two days. They didn't, so I chased them. Still no response, so I chased again. I'm still waiting for a response!",1,2026-07-03 21:43:04+00:00,Trustpilot,ordered custom tshirt sent design high re png file paying including postage arrived really disappointed print quality dull despite colour design really vibrant cracking already immediately contacted rapanui help got automated reply say theyd respond two day didnt chased still response chased im still waiting response
Boohoo,Fast Fashion,Avoid,"Unfortunately, my necklace arrived broken and was unusable. Customer service refunded the item, but refused to refund the £3.99 delivery charge, even though it was the only item in my order. I also requested a replacement but was told it was out of stock, despite it still being available on the website. Disappointing experience overall, and not one that gives me confidence to order again.",1,2026-07-03 18:28:13+00:00,Trustpilot,unfortunately necklace arrived broken unusable customer service refunded item refused refund delivery charge even though item order also requested replacement told stock despite still available website disappointing experience overall one give confidence order
Rapanui,Ethical Fashion,Excellent quality and sustainability,"Excellent quality, design,and sustainable fashion credentials. I've bought t shirts for myself, my grandchildren and friends and been delighted with them all.I particularly love their clever lobster (I have two  ) shirts. It's worth reading their website to learn how their sustainable fashion ethics work. Well worth a bit of a wait as each is produced by individual order to cut down on environmental impact.",5,2026-07-03 17:14:12+00:00,Trustpilot,excellent quality designand sustainable fashion credential ive bought shirt grandchild friend delighted alli particularly love clever lobster two shirt worth reading website learn sustainable fashion ethic work well worth bit wait produced individual order cut environmental impact
ASOS,Fast Fashion,Partner brands are a nightmare to return,"Have purchased River Island items through ASOS as a ‘brand partner’ but the returns process is a shambles.  I have returned a few times using a QR code or through a link provided by ASOS, however a recent item did not come with an option to create a return through the ASOS app which was unusual so I contacted ASOS and they created the link and provided a QR code as I did not have a printer.  Sadly ASOS provided a fake QR code  that couldn’t be accepted by any EVRI parcel shop so I reached out to ASOS again and asked for help only to he told it was my problem I didn’t have a printer and I should ask a friend or the local library to print it for me.  They also advised that they never give QR codes for partner brands even though I had been given them in the past.  I asked to make a complaint and they told me that they were going to end the chat so I could not continue to talk with them.  This is very frustrating as I was never rude during my chat and now I have an item that I can’t return.",1,2026-07-03 16:37:54+00:00,Trustpilot,purchased river island item asos brand partner return process shamble returned time using qr code link provided asos however recent item come option create return asos app unusual contacted asos created link provided qr code printer sadly asos provided fake qr code couldnt accepted evri parcel shop reached asos asked help told problem didnt printer ask friend local library print also advised never give qr code partner brand even though given past asked make complaint told going end chat could continue talk frustrating never rude chat item cant return
Boohoo,Fast Fashion,,Clothes are poor quality. No one to talk to about service. Paid extra to have next day delivery and it came on the third day!! Terrible company,2,2026-07-03 15:36:09+00:00,Trustpilot,clothes poor quality one talk service paid extra next day delivery came third day terrible company
Boohoo,Fast Fashion,"Avoid! Duplicates orders, worst custom service",I've honestly never seen such a decline of a company in such short succession.  I used to use Boohoo all the time but now I remember why I stopped.  The next day or 'premier' delivery is a joke.. I ordered Tuesday and it's now saying delivery tomorrow which is too late.  It also duplicated my order and charged me twice leaving me to now have to return both orders even though I'm 8 months pregnant with twins and struggling to walk.. customer services are so difficult to contact and when you do get through they're not interested and simply say 'once made an order can't be cancelled ' - I made ONE order... Your app duplicated it to create another NOT ME! All of the added extras your app try to put through is very tacky.  Just dier... I will never be ordering from you again. Avoid at all costs,1,2026-07-03 15:07:54+00:00,Trustpilot,ive honestly never seen decline company short succession used use boohoo time remember stopped next day premier delivery joke ordered tuesday saying delivery tomorrow late also duplicated order charged twice leaving return order even though im month pregnant twin struggling walk customer service difficult contact get theyre interested simply say made order cant cancelled made one order app duplicated create another added extra app try put tacky dier never ordering avoid cost
Boohoo,Fast Fashion,Next day delivery - 13 days and counting!!,"Update: customer service don't refund next day delivery fee £9.99 if you don't receive your order. Avoid this company! 16 years I've used boohoo, never again. Ordered on the 20the of June, paid extra for next day delivery. It's now the 2nd of July 13 days later, still no package. Last Evri update was to say the parcel was delayed on the 21st and I've had nothing since. Contacted support on messenger, had to wait until the 2nd of July. Messaged and heard nothing back. Used to use boohoo all the time won't be using again, terrible company.",1,2026-07-03 13:33:06+00:00,Trustpilot,update customer service dont refund next day delivery fee dont receive order avoid company year ive used boohoo never ordered june paid extra next day delivery nd july day later still package last evri update say parcel delayed st ive nothing since contacted support messenger wait nd july messaged heard nothing back used use boohoo time wont using terrible company
